"","x","y","lo","hi"
"1012",109,42,314,468
"1014",115,42,322,480
"1015",121,42,330,492
"1019",46,43,234,348
"1025",52,43,242,360
"1043",70,43,266,396
"1049",76,43,274,408
"1055",82,43,282,420
"1066",94,43,298,444
"1069",49,44,242,360
"1074",61,44,258,384
"1077",67,44,266,396
"1080",73,44,274,408
"1085",85,44,290,432
"1088",91,44,298,444
"1093",103,44,314,468
"1096",109,44,322,480
"1104",127,44,346,516
"1107",46,45,242,360
"1110",52,45,250,372
"1117",64,45,266,396
"1123",76,45,282,420
"1126",82,45,290,432
"1129",88,45,298,444
"1133",94,45,306,456
"1139",106,45,322,480
"1145",118,45,338,504
"1149",124,45,346,516
"1156",49,46,250,372
"1159",55,46,258,384
"1162",61,46,266,396
"1165",67,46,274,408
"1170",79,46,290,432
"1173",85,46,298,444
"1176",91,46,306,456
"1179",97,46,314,468
"1182",103,46,322,480
"1185",109,46,330,492
"1193",127,46,354,528
"1209",58,47,266,396
"1215",64,47,274,408
"1227",76,47,290,432
"1233",82,47,298,444
"1251",55,48,266,396
"1253",61,48,274,408
"1257",73,48,290,432
"1259",79,48,298,444
"1261",85,48,306,456
"1263",91,48,314,468
"1265",97,48,322,480
"1267",103,48,330,492
"1269",109,48,338,504
"1271",115,48,346,516
"1275",127,48,362,540
"1283",52,49,266,396
"1288",58,49,274,408
"1293",64,49,282,420
"1304",76,49,298,444
"1314",88,49,314,468
"1324",100,49,330,492
"1329",106,49,338,504
"1337",67,50,290,432
"1340",73,50,298,444
"1342",79,50,306,456
"1347",91,50,322,480
"1352",103,50,338,504
"1354",109,50,346,516
"1359",121,50,362,540
"1361",127,50,370,552
"1366",139,50,386,576
"1371",52,51,274,408
"1379",64,51,290,432
"1382",70,51,298,444
"1393",88,51,322,480
"1397",94,51,330,492
"1405",106,51,346,516
"1409",112,51,354,528
"1413",118,51,362,540
"1416",124,51,370,552
"1420",130,51,378,564
"1422",55,52,282,420
"1425",61,52,290,432
"1427",67,52,298,444
"1433",79,52,314,468
"1436",85,52,322,480
"1441",97,52,338,504
"1444",103,52,346,516
"1447",109,52,354,528
"1450",115,52,362,540
"1452",121,52,370,552
"1455",127,52,378,564
"1458",133,52,386,576
"1461",139,52,394,588
"1463",145,52,402,600
"1473",58,53,290,432
"1479",64,53,298,444
"1485",70,53,306,456
"1491",76,53,314,468
"1497",82,53,322,480
"1509",94,53,338,504
"1515",100,53,346,516
"1519",55,54,290,432
"1521",61,54,298,444
"1523",67,54,306,456
"1525",73,54,314,468
"1527",79,54,322,480
"1533",97,54,346,516
"1535",103,54,354,528
"1537",109,54,362,540
"1539",115,54,370,552
"1541",121,54,378,564
"1543",127,54,386,576
"1545",133,54,394,588
"1547",139,54,402,600
"1549",145,54,410,612
"1551",151,54,418,624
"1557",58,55,298,444
"1570",76,55,322,480
"1583",94,55,346,516
"1601",118,55,378,564
"1609",67,56,314,468
"1612",73,56,322,480
"1614",79,56,330,492
"1617",85,56,338,504
"1622",97,56,354,528
"1625",103,56,362,540
"1627",109,56,370,552
"1632",121,56,386,576
"1635",127,56,394,588
"1640",139,56,410,612
"1643",145,56,418,624
"1645",151,56,426,636
"1648",157,56,434,648
"1650",163,56,442,660
"1657",64,57,314,468
"1672",88,57,346,516
"1676",94,57,354,528
"1683",106,57,370,552
"1687",112,57,378,564
"1699",130,57,402,600
"1702",136,57,410,612
"1704",61,58,314,468
"1707",67,58,322,480
"1710",73,58,330,492
"1713",79,58,338,504
"1716",85,58,346,516
"1721",97,58,362,540
"1724",103,58,370,552
"1727",109,58,378,564
"1730",115,58,386,576
"1733",121,58,394,588
"1736",127,58,402,600
"1742",139,58,418,624
"1747",151,58,434,648
"1750",157,58,442,660
"1757",64,59,322,480
"1769",76,59,338,504
"1775",82,59,346,516
"1793",100,59,370,552
"1803",61,60,322,480
"1806",73,60,338,504
"1808",79,60,346,516
"1811",91,60,362,540
"1812",97,60,370,552
"1814",103,60,378,564
"1819",121,60,402,600
"1820",127,60,410,612
"1824",139,60,426,636
"1827",151,60,442,660
"1828",157,60,450,672
"1830",163,60,458,684
"1832",169,60,466,696
"1843",70,61,338,504
"1849",76,61,346,516
"1855",82,61,354,528
"1861",88,61,362,540
"1867",94,61,370,552
"1873",100,61,378,564
"1879",106,61,386,576
"1887",67,62,338,504
"1890",73,62,346,516
"1896",85,62,362,540
"1899",91,62,370,552
"1901",97,62,378,564
"1904",103,62,386,576
"1907",109,62,394,588
"1913",121,62,410,612
"1916",127,62,418,624
"1922",139,62,434,648
"1925",145,62,442,660
"1928",151,62,450,672
"1930",157,62,458,684
"1933",163,62,466,696
"1935",64,63,338,504
"1945",82,63,362,540
"1949",88,63,370,552
"1955",100,63,386,576
"1959",106,63,394,588
"1976",136,63,434,648
"1983",148,63,450,672
"1986",67,64,346,516
"1995",85,64,370,552
"2001",97,64,386,576
"2004",103,64,394,588
"2010",115,64,410,612
"2016",127,64,426,636
"2019",133,64,434,648
"2025",145,64,450,672
"2028",151,64,458,684
"2031",157,64,466,696
"2043",76,65,362,540
"2052",88,65,378,564
"2056",94,65,386,576
"2069",112,65,410,612
"2073",118,65,418,624
"2087",73,66,362,540
"2088",79,66,370,552
"2092",91,66,386,576
"2094",97,66,394,588
"2100",115,66,418,624
"2103",127,66,434,648
"2105",133,66,442,660
"2107",139,66,450,672
"2108",145,66,458,684
"2110",151,66,466,696
"2112",157,66,474,708
"2114",163,66,482,720
"2116",169,66,490,732
"2118",175,66,498,744
"2123",193,66,522,780
"2133",76,67,370,552
"2139",82,67,378,564
"2151",94,67,394,588
"2163",106,67,410,612
"2169",112,67,418,624
"2177",73,68,370,552
"2180",79,68,378,564
"2185",91,68,394,588
"2188",97,68,402,600
"2191",103,68,410,612
"2194",109,68,418,624
"2199",121,68,434,648
"2202",127,68,442,660
"2208",139,68,458,684
"2211",145,68,466,696
"2214",151,68,474,708
"2216",157,68,482,720
"2219",163,68,490,732
"2225",70,69,370,552
"2229",76,69,378,564
"2233",82,69,386,576
"2237",88,69,394,588
"2248",106,69,418,624
"2252",112,69,426,636
"2259",124,69,442,660
"2263",130,69,450,672
"2267",136,69,458,684
"2271",142,69,466,696
"2276",73,70,378,564
"2283",97,70,410,612
"2286",103,70,418,624
"2288",109,70,426,636
"2292",121,70,442,660
"2298",139,70,466,696
"2302",151,70,482,720
"2304",157,70,490,732
"2306",163,70,498,744
"2313",181,70,522,780
"2319",199,70,546,816
"2327",76,71,386,576
"2333",82,71,394,588
"2339",88,71,402,600
"2351",100,71,418,624
"2363",112,71,434,648
"2369",118,71,442,660
"2373",73,72,386,576
"2375",79,72,394,588
"2377",85,72,402,600
"2379",91,72,410,612
"2381",97,72,418,624
"2383",103,72,426,636
"2385",109,72,434,648
"2387",115,72,442,660
"2391",127,72,458,684
"2393",133,72,466,696
"2395",139,72,474,708
"2397",145,72,482,720
"2399",151,72,490,732
"2401",157,72,498,744
"2403",163,72,506,756
"2409",181,72,530,792
"2411",187,72,538,804
"2413",193,72,546,816
"2415",199,72,554,828
"2417",205,72,562,840
"2419",211,72,570,852
"2423",76,73,394,588
"2429",82,73,402,600
"2441",94,73,418,624
"2447",100,73,426,636
"2453",106,73,434,648
"2459",112,73,442,660
"2476",85,74,410,612
"2479",91,74,418,624
"2482",97,74,426,636
"2485",103,74,434,648
"2488",109,74,442,660
"2490",115,74,450,672
"2493",121,74,458,684
"2496",127,74,466,696
"2502",139,74,482,720
"2505",145,74,490,732
"2511",157,74,506,756
"2514",163,74,514,768
"2517",169,74,522,780
"2520",175,74,530,792
"2524",82,75,410,612
"2527",88,75,418,624
"2537",106,75,442,660
"2543",118,75,458,684
"2547",124,75,466,696
"2553",136,75,482,720
"2556",142,75,490,732
"2563",154,75,506,756
"2569",166,75,522,780
"2572",79,76,410,612
"2575",85,76,418,624
"2578",91,76,426,636
"2583",103,76,442,660
"2589",115,76,458,684
"2592",121,76,466,696
"2600",139,76,490,732
"2603",145,76,498,744
"2606",151,76,506,756
"2609",157,76,514,768
"2612",163,76,522,780
"2615",169,76,530,792
"2617",175,76,538,804
"2620",181,76,546,816
"2625",82,77,418,624
"2634",94,77,434,648
"2638",100,77,442,660
"2643",106,77,450,672
"2653",118,77,466,696
"2662",130,77,482,720
"2666",136,77,490,732
"2671",79,78,418,624
"2676",97,78,442,660
"2680",109,78,458,684
"2682",115,78,466,696
"2688",133,78,490,732
"2690",139,78,498,744
"2693",151,78,514,768
"2695",157,78,522,780
"2700",175,78,546,816
"2702",181,78,554,828
"2704",187,78,562,840
"2710",205,78,586,876
"2714",217,78,602,900
"2715",223,78,610,912
"2721",82,79,426,636
"2733",94,79,442,660
"2739",100,79,450,672
"2751",112,79,466,696
"2763",124,79,482,720
"2773",91,80,442,660
"2778",103,80,458,684
"2780",109,80,466,696
"2785",121,80,482,720
"2787",127,80,490,732
"2792",139,80,506,756
"2799",157,80,530,792
"2802",163,80,538,804
"2809",181,80,562,840
"2814",193,80,578,864
"2816",199,80,586,876
"2819",82,81,434,648
"2823",88,81,442,660
"2831",100,81,458,684
"2835",106,81,466,696
"2839",112,81,474,708
"2843",118,81,482,720
"2847",124,81,490,732
"2851",130,81,498,744
"2855",136,81,506,756
"2859",142,81,514,768
"2867",154,81,530,792
"2870",85,82,442,660
"2873",91,82,450,672
"2876",97,82,458,684
"2879",103,82,466,696
"2882",109,82,474,708
"2885",115,82,482,720
"2888",121,82,490,732
"2890",127,82,498,744
"2893",133,82,506,756
"2896",139,82,514,768
"2899",145,82,522,780
"2902",151,82,530,792
"2905",157,82,538,804
"2908",163,82,546,816
"2911",169,82,554,828
"2917",181,82,570,852
"2923",88,83,450,672
"2929",94,83,458,684
"2935",100,83,466,696
"2941",106,83,474,708
"2953",118,83,490,732
"2965",130,83,506,756
"2972",97,84,466,696
"2974",103,84,474,708
"2976",109,84,482,720
"2978",115,84,490,732
"2979",121,84,498,744
"2981",127,84,506,756
"2988",151,84,538,804
"2990",157,84,546,816
"2991",163,84,554,828
"2993",169,84,562,840
"2996",181,84,578,864
"3000",193,84,594,888
"3002",199,84,602,900
"3003",205,84,610,912
"3005",211,84,618,924
"3008",223,84,634,948
"3012",235,84,650,972
"3014",241,84,658,984
"3019",88,85,458,684
"3024",94,85,466,696
"3059",142,85,530,792
"3064",148,85,538,804
"3069",91,86,466,696
"3075",103,86,482,720
"3078",109,86,490,732
"3081",115,86,498,744
"3084",121,86,506,756
"3087",127,86,514,768
"3092",139,86,530,792
"3095",145,86,538,804
"3098",151,86,546,816
"3101",157,86,554,828
"3104",163,86,562,840
"3110",175,86,578,864
"3113",181,86,586,876
"3116",187,86,594,888
"3117",88,87,466,696
"3125",100,87,482,720
"3129",106,87,490,732
"3136",118,87,506,756
"3148",136,87,530,792
"3152",142,87,538,804
"3159",154,87,554,828
"3163",160,87,562,840
"3173",103,88,490,732
"3176",109,88,498,744
"3187",133,88,530,792
"3190",139,88,538,804
"3195",151,88,554,828
"3201",163,88,570,852
"3203",169,88,578,864
"3206",175,88,586,876
"3209",181,88,594,888
"3221",94,89,482,720
"3227",100,89,490,732
"3239",112,89,506,756
"3245",118,89,514,768
"3251",124,89,522,780
"3257",130,89,530,792
"3263",136,89,538,804
"3267",91,90,482,720
"3268",97,90,490,732
"3272",109,90,506,756
"3276",127,90,530,792
"3278",133,90,538,804
"3283",151,90,562,840
"3284",157,90,570,852
"3288",169,90,586,876
"3291",181,90,602,900
"3292",187,90,610,912
"3294",193,90,618,924
"3296",199,90,626,936
"3300",217,90,650,972
"3302",223,90,658,984
"3308",247,90,690,1032
"3312",259,90,706,1056
"3317",94,91,490,732
"3322",100,91,498,744
"3326",106,91,506,756
"3336",118,91,522,780
"3341",124,91,530,792
"3355",142,91,554,828
"3359",148,91,562,840
"3370",103,92,506,756
"3373",109,92,514,768
"3378",121,92,530,792
"3381",127,92,538,804
"3387",139,92,554,828
"3390",145,92,562,840
"3396",157,92,578,864
"3398",163,92,586,876
"3401",169,92,594,888
"3404",175,92,602,900
"3407",181,92,610,912
"3413",193,92,626,936
"3419",100,93,506,756
"3423",106,93,514,768
"3427",112,93,522,780
"3431",118,93,530,792
"3442",136,93,554,828
"3446",142,93,562,840
"3454",154,93,578,864
"3457",160,93,586,876
"3461",166,93,594,888
"3469",103,94,514,768
"3478",121,94,538,804
"3481",127,94,546,816
"3484",133,94,554,828
"3487",139,94,562,840
"3489",145,94,570,852
"3492",151,94,578,864
"3495",157,94,586,876
"3498",163,94,594,888
"3501",169,94,602,900
"3504",175,94,610,912
"3507",181,94,618,924
"3510",187,94,626,936
"3513",193,94,634,948
"3523",106,95,522,780
"3528",112,95,530,792
"3537",124,95,546,816
"3559",154,95,586,876
"3565",97,96,514,768
"3567",103,96,522,780
"3569",109,96,530,792
"3571",115,96,538,804
"3575",127,96,554,828
"3577",133,96,562,840
"3579",139,96,570,852
"3581",145,96,578,864
"3583",151,96,586,876
"3585",157,96,594,888
"3587",163,96,602,900
"3589",169,96,610,912
"3591",175,96,618,924
"3593",181,96,626,936
"3595",187,96,634,948
"3597",193,96,642,960
"3599",199,96,650,972
"3603",211,96,666,996
"3605",217,96,674,1008
"3609",229,96,690,1032
"3611",235,96,698,1044
"3613",241,96,706,1056
"3617",100,97,522,780
"3623",106,97,530,792
"3629",112,97,538,804
"3635",118,97,546,816
"3641",124,97,554,828
"3647",130,97,562,840
"3667",103,98,530,792
"3669",109,98,538,804
"3674",121,98,554,828
"3677",127,98,562,840
"3682",139,98,578,864
"3685",145,98,586,876
"3690",157,98,602,900
"3692",163,98,610,912
"3695",169,98,618,924
"3700",181,98,634,948
"3705",193,98,650,972
"3708",199,98,658,984
"3713",211,98,674,1008
"3715",100,99,530,792
"3719",106,99,538,804
"3726",118,99,554,828
"3729",124,99,562,840
"3737",136,99,578,864
"3741",142,99,586,876
"3751",160,99,610,912
"3755",166,99,618,924
"3762",178,99,634,948
"3766",103,100,538,804
"3773",121,100,562,840
"3778",133,100,578,864
"3780",139,100,586,876
"3785",151,100,602,900
"3787",157,100,610,912
"3790",163,100,618,924
"3792",169,100,626,936
"3799",187,100,650,972
"3802",193,100,658,984
"3804",199,100,666,996
"3811",217,100,690,1032
