3	4	30	30	
3	5	6	6	
3	7	24	24	
3	8	54	54	
3	10	66	66	
3	11	36	36	
3	13	14	14	
3	14	90	90	
3	16	34	34	
3	17	54	54	
3	19	60	60	
3	20	42	42	
3	22	138	138	
3	23	24	24	
3	25	78	78	
3	26	162	162	
3	28	174	174	
3	29	90	90	
3	31	32	32	
3	32	198	198	
3	34	70	70	
3	35	108	108	
3	37	114	114	
3	38	78	78	
3	40	246	246	
3	41	42	42	
3	43	132	132	
3	44	270	270	
3	46	282	282	
3	47	144	144	
3	49	50	50	
3	50	306	306	
3	52	106	106	
3	53	162	162	
3	55	168	168	
3	56	114	114	
3	58	354	354	
3	59	60	60	
3	61	186	186	
3	62	378	378	
3	64	390	390	
3	65	198	198	
3	67	68	68	
3	68	414	414	
3	70	142	142	
3	71	216	216	
3	73	222	222	
3	74	150	150	
3	76	462	462	
3	77	78	78	
3	79	240	240	
3	80	486	486	
3	82	498	498	
3	83	252	252	
3	85	86	86	
3	86	522	522	
3	88	178	178	
3	89	270	270	
3	91	276	276	
3	92	186	186	
3	94	570	570	
3	95	96	96	
3	97	294	294	
3	98	594	594	
3	100	606	606	
3	101	306	306	
3	103	104	104	
3	104	630	630	
3	106	214	214	
3	107	324	324	
3	109	330	330	
3	110	222	222	
3	112	678	678	
3	113	114	114	
3	115	348	348	
3	116	702	702	
3	118	714	714	
3	119	360	360	
3	121	122	122	
3	122	738	738	
3	124	250	250	
3	125	378	378	
3	127	384	384	
3	128	258	258	
3	130	786	786	
3	131	132	132	
3	133	402	402	
3	134	810	810	
3	136	822	822	
3	137	414	414	
3	139	140	140	
3	140	846	846	
3	142	286	286	
3	143	432	432	
3	145	438	438	
3	146	294	294	
3	148	894	894	
3	149	150	150	
3	151	456	456	
3	152	918	918	
3	154	930	930	
3	155	468	468	
3	157	158	158	
3	158	954	954	
3	160	322	322	
3	161	486	486	
3	163	492	492	
3	164	330	330	
3	166	1002	1002	
3	167	168	168	
3	169	510	510	
3	170	1026	1026	
3	172	1038	1038	
3	173	522	522	
3	175	176	176	
3	176	1062	1062	
3	178	358	358	
3	179	540	540	
3	181	546	546	
3	182	366	366	
3	184	1110	1110	
3	185	186	186	
3	187	564	564	
3	188	1134	1134	
3	190	1146	1146	
3	191	576	576	
3	193	194	194	
3	194	1170	1170	
3	196	394	394	
3	197	594	594	
3	199	600	600	
3	200	402	402	
3	202	1218	1218	
3	203	204	204	
3	205	618	618	
3	206	1242	1242	
3	208	1254	1254	
3	209	630	630	
3	211	212	212	
3	212	1278	1278	
3	214	430	430	
3	215	648	648	
3	217	654	654	
3	218	438	438	
3	220	1326	1326	
3	221	222	222	
3	223	672	672	
3	224	1350	1350	
3	226	1362	1362	
3	227	684	684	
3	229	230	230	
3	230	1386	1386	
3	232	466	466	
3	233	702	702	
3	235	708	708	
3	236	474	474	
3	238	1434	1434	
3	239	240	240	
3	241	726	726	
3	242	1458	1458	
3	244	1470	1470	
3	245	738	738	
3	247	248	248	
3	248	1494	1494	
3	250	502	502	
3	251	756	756	
3	253	762	762	
3	254	510	510	
3	256	1542	1542	
3	257	258	258	
3	259	780	780	
3	260	1566	1566	
3	262	1578	1578	
3	263	792	792	
3	265	266	266	
3	266	1602	1602	
3	268	538	538	
3	269	810	810	
3	271	816	816	
3	272	546	546	
3	274	1650	1650	
3	275	276	276	
3	277	834	834	
3	278	1674	1674	
3	280	1686	1686	
3	281	846	846	
3	283	284	284	
3	284	1710	1710	
3	286	574	574	
3	287	864	864	
3	289	870	870	
3	290	582	582	
3	292	1758	1758	
3	293	294	294	
3	295	888	888	
3	296	1782	1782	
3	298	1794	1794	
3	299	900	900	
3	301	302	302	
3	302	1818	1818	
3	304	610	610	
3	305	918	918	
3	307	924	924	
3	308	618	618	
3	310	1866	1866	
3	311	312	312	
3	313	942	942	
3	314	1890	1890	
3	316	1902	1902	
3	317	954	954	
3	319	320	320	
3	320	1926	1926	
3	322	646	646	
3	323	972	972	
3	325	978	978	
3	326	654	654	
3	328	1974	1974	
3	329	330	330	
3	331	996	996	
3	332	1998	1998	
3	334	2010	2010	
3	335	1008	1008	
3	337	338	338	
3	338	2034	2034	
3	340	682	682	
3	341	1026	1026	
3	343	1032	1032	
3	344	690	690	
3	346	2082	2082	
3	347	348	348	
3	349	1050	1050	
3	350	2106	2106	
3	352	2118	2118	
3	353	1062	1062	
3	355	356	356	
3	356	2142	2142	
3	358	718	718	
3	359	1080	1080	
3	361	1086	1086	
3	362	726	726	
3	364	2190	2190	
3	365	366	366	
3	367	1104	1104	
3	368	2214	2214	
3	370	2226	2226	
3	371	1116	1116	
3	373	374	374	
3	374	2250	2250	
3	376	754	754	
3	377	1134	1134	
3	379	1140	1140	
3	380	762	762	
3	382	2298	2298	
3	383	384	384	
3	385	1158	1158	
3	386	2322	2322	
3	388	2334	2334	
3	389	1170	1170	
3	391	392	392	
3	392	2358	2358	
3	394	790	790	
3	395	1188	1188	
3	397	1194	1194	
3	398	798	798	
3	400	2406	2406	
3	401	402	402	
3	403	1212	1212	
3	404	2430	2430	
