82,35,250,372
83,35,126,186
86,35,254,384
87,35,192,192
88,35,128,258
89,35,130,192
92,35,262,396
93,35,198,198
94,35,266,396
96,35,134,134
97,35,134,204
99,35,68,68
101,35,138,204
102,35,414,414
103,35,70,138
104,35,278,420
37,36,194,288
41,36,100,198
43,36,202,300
47,36,206,312
49,36,104,210
53,36,214,324
55,36,218,324
59,36,222,336
61,36,226,336
65,36,230,348
67,36,234,348
71,36,238,360
73,36,242,360
77,36,246,372
79,36,124,250
83,36,254,384
85,36,258,384
89,36,262,396
91,36,266,396
95,36,270,408
97,36,274,408
101,36,278,420
103,36,282,420
107,36,286,432
38,37,100,198
39,37,150,150
40,37,202,300
41,37,50,102
42,37,306,306
43,37,52,102
44,37,206,312
45,37,52,52
46,37,210,312
47,37,106,156
48,37,318,318
49,37,106,162
50,37,108,214
51,37,162,162
52,37,218,324
53,37,110,162
54,37,330,330
55,37,110,168
56,37,112,222
57,37,168,168
58,37,226,336
59,37,114,168
60,37,342,342
61,37,58,114
62,37,230,348
63,37,174,174
64,37,116,234
65,37,118,174
66,37,118,118
67,37,118,180
68,37,238,360
69,37,180,180
70,37,242,360
71,37,122,180
72,37,366,366
73,37,122,186
75,37,186,186
76,37,250,372
77,37,62,126
78,37,378,378
79,37,126,192
80,37,254,384
81,37,64,64
82,37,258,384
83,37,130,192
84,37,390,390
85,37,66,130
86,37,262,396
87,37,198,198
88,37,132,266
39,38,102,102
41,38,206,312
43,38,210,312
45,38,318,318
47,38,108,214
49,38,218,324
51,38,110,110
53,38,112,222
55,38,226,336
59,38,230,348
61,38,234,348
63,38,354,354
65,38,238,360
67,38,242,360
69,38,366,366
71,38,246,372
73,38,250,372
75,38,126,126
77,38,254,384
79,38,128,258
81,38,390,390
83,38,262,396
85,38,266,396
87,38,134,134
89,38,270,408
91,38,274,408
93,38,138,138
97,38,140,282
99,38,426,426
101,38,144,286
103,38,290,432
105,38,438,438
107,38,294,444
109,38,298,444
111,38,150,150
113,38,302,456
40,39,104,210
41,39,106,156
43,39,106,162
44,39,214,324
46,39,218,324
47,39,110,162
49,39,110,168
50,39,112,222
53,39,56,114
55,39,58,114
56,39,230,348
58,39,116,234
59,39,118,174
61,39,118,180
62,39,238,360
64,39,242,360
67,39,122,186
68,39,246,372
70,39,250,372
71,39,126,186
73,39,126,192
74,39,128,254
76,39,128,258
77,39,130,192
79,39,130,198
80,39,262,396
82,39,132,266
83,39,134,198
85,39,68,134
86,39,270,408
88,39,136,274
89,39,138,204
92,39,278,420
94,39,282,420
95,39,142,210
97,39,142,216
98,39,286,432
100,39,144,290
101,39,146,216
103,39,74,146
106,39,298,444
107,39,150,222
109,39,76,150
110,39,302,456
112,39,152,306
113,39,154,228
115,39,154,234
116,39,310,468
41,40,214,324
43,40,108,218
47,40,112,222
49,40,226,336
51,40,342,342
53,40,230,348
57,40,118,118
59,40,238,360
61,40,242,360
63,40,366,366
67,40,250,372
69,40,378,378
71,40,254,384
73,40,258,384
77,40,262,396
79,40,266,396
81,40,134,134
83,40,136,270
87,40,138,138
89,40,278,420
91,40,282,420
93,40,426,426
97,40,144,290
99,40,438,438
101,40,294,444
103,40,298,444
107,40,302,456
109,40,152,306
111,40,462,462
113,40,310,468
117,40,158,158
119,40,160,318
42,41,330,330
43,41,110,168
44,41,222,336
45,41,168,168
46,41,226,336
47,41,56,114
48,41,342,342
49,41,58,114
50,41,230,348
51,41,58,58
52,41,234,348
53,41,118,174
54,41,354,354
55,41,118,180
56,41,238,360
57,41,60,60
58,41,120,242
59,41,122,180
60,41,366,366
61,41,122,186
62,41,124,246
63,41,186,186
64,41,250,372
65,41,62,126
66,41,378,378
67,41,64,126
68,41,254,384
69,41,192,192
70,41,258,384
71,41,130,192
72,41,390,390
73,41,130,198
74,41,262,396
75,41,66,66
76,41,266,396
77,41,134,198
78,41,402,402
79,41,134,204
80,41,136,270
81,41,204,204
83,41,138,204
84,41,414,414
85,41,70,138
86,41,140,278
87,41,210,210
88,41,140,282
89,41,70,142
90,41,142,142
91,41,142,216
92,41,144,286
43,42,226,336
47,42,230,348
53,42,238,360
55,42,242,360
59,42,124,246
61,42,250,372
65,42,254,384
67,42,258,384
71,42,262,396
73,42,132,266
79,42,274,408
83,42,278,420
85,42,282,420
89,42,286,432
95,42,294,444
97,42,298,444
101,42,302,456
103,42,152,306
107,42,310,468
109,42,314,468
113,42,160,318
115,42,322,480
121,42,330,492
125,42,334,504
44,43,230,348
45,43,174,174
46,43,234,348
47,43,118,174
48,43,118,118
49,43,118,180
50,43,238,360
51,43,180,180
52,43,242,360
53,43,122,180
54,43,366,366
55,43,122,186
56,43,124,246
57,43,186,186
58,43,124,250
59,43,126,186
60,43,126,126
61,43,64,126
62,43,254,384
63,43,192,192
64,43,128,258
65,43,130,192
66,43,390,390
67,43,130,198
68,43,132,262
69,43,198,198
70,43,266,396
71,43,134,198
72,43,402,402
73,43,134,204
74,43,270,408
75,43,68,68
76,43,274,408
77,43,68,138
78,43,138,138
79,43,70,138
80,43,278,420
81,43,210,210
82,43,282,420
83,43,142,210
84,43,426,426
85,43,142,216
87,43,216,216
88,43,144,290
89,43,146,216
90,43,438,438
91,43,74,146
92,43,148,294
93,43,74,74
94,43,298,444
45,44,354,354
47,44,238,360
49,44,242,360
51,44,366,366
53,44,246,372
57,44,378,378
59,44,254,384
61,44,258,384
63,44,130,130
65,44,262,396
67,44,266,396
69,44,402,402
71,44,136,270
73,44,274,408
75,44,414,414
79,44,140,282
81,44,142,142
83,44,286,432
85,44,290,432
87,44,146,146
89,44,294,444
91,44,298,444
93,44,450,450
95,44,302,456
97,44,152,306
101,44,156,310
103,44,314,468
105,44,474,474
107,44,318,480
109,44,322,480
111,44,486,486
113,44,326,492
115,44,164,330
117,44,498,498
119,44,334,504
123,44,510,510
125,44,342,516
127,44,346,516
129,44,522,522
131,44,350,528
46,45,242,360
47,45,122,180
49,45,122,186
52,45,250,372
53,45,126,186
56,45,254,384
58,45,128,258
59,45,130,192
61,45,130,198
62,45,262,396
64,45,266,396
67,45,134,204
68,45,136,270
71,45,68,138
73,45,138,210
74,45,278,420
76,45,282,420
77,45,142,210
79,45,72,142
82,45,290,432
83,45,72,146
86,45,294,444
88,45,298,444
89,45,150,222
91,45,150,228
92,45,152,302
94,45,306,456
97,45,154,234
98,45,310,468
101,45,158,234
103,45,158,240
104,45,318,480
106,45,322,480
107,45,162,240
109,45,82,162
112,45,164,330
113,45,166,246
116,45,168,334
118,45,338,504
119,45,170,252
121,45,170,258
122,45,172,342
124,45,346,516
127,45,174,264
128,45,350,528
131,45,178,264
133,45,178,270
134,45,358,540
47,46,124,246
49,46,250,372
51,46,378,378
53,46,254,384
55,46,258,384
57,46,390,390
59,46,262,396
61,46,266,396
63,46,402,402
65,46,270,408
67,46,274,408
71,46,278,420
73,46,140,282
75,46,142,142
77,46,286,432
79,46,290,432
81,46,438,438
83,46,148,294
85,46,298,444
87,46,450,450
89,46,302,456
91,46,306,456
93,46,154,154
95,46,310,468
97,46,314,468
99,46,474,474
101,46,160,318
103,46,322,480
105,46,162,162
107,46,326,492
109,46,330,492
111,46,498,498
113,46,334,504
117,46,510,510
119,46,172,342
121,46,172,346
123,46,522,522
125,46,350,528
127,46,354,528
129,46,534,534
131,46,358,540
133,46,180,362
135,46,546,546
137,46,184,366
48,47,126,126
49,47,64,126
50,47,254,384
51,47,192,192
52,47,128,258
53,47,130,192
54,47,390,390
55,47,130,198
56,47,132,262
57,47,198,198
58,47,266,396
59,47,66,134
60,47,134,134
61,47,134,204
62,47,270,408
63,47,204,204
64,47,274,408
65,47,68,138
66,47,138,138
67,47,138,210
68,47,278,420
69,47,210,210
70,47,140,282
71,47,142,210
72,47,426,426
73,47,142,216
74,47,286,432
75,47,216,216
76,47,290,432
77,47,146,216
78,47,438,438
79,47,146,222
80,47,148,294
81,47,74,74
82,47,298,444
83,47,150,222
84,47,150,150
85,47,76,150
86,47,302,456
87,47,76,76
88,47,152,306
89,47,76,154
90,47,462,462
91,47,154,234
92,47,310,468
93,47,234,234
95,47,158,234
96,47,474,474
97,47,158,240
98,47,160,318
49,48,128,258
53,48,262,396
55,48,266,396
59,48,270,408
61,48,274,408
65,48,278,420
67,48,140,282
71,48,286,432
73,48,290,432
77,48,294,444
79,48,298,444
83,48,302,456
85,48,306,456
89,48,156,310
91,48,314,468
95,48,318,480
97,48,322,480
101,48,326,492
103,48,330,492
107,48,334,504
109,48,338,504
113,48,172,342
115,48,346,516
119,48,350,528
121,48,176,354
125,48,358,540
127,48,362,540
131,48,184,366
133,48,184,370
137,48,374,564
139,48,188,378
143,48,382,576
50,49,262,396
51,49,66,66
52,49,266,396
53,49,134,198
54,49,134,134
55,49,134,204
57,49,204,204
58,49,274,408
59,49,68,138
60,49,414,414
61,49,138,210
62,49,278,420
64,49,282,420
65,49,142,210
66,49,426,426
67,49,142,216
68,49,286,432
69,49,72,72
71,49,146,216
72,49,438,438
73,49,146,222
74,49,148,294
75,49,222,222
76,49,298,444
78,49,450,450
79,49,76,150
80,49,302,456
81,49,228,228
82,49,152,306
83,49,154,228
85,49,154,234
86,49,310,468
87,49,78,78
88,49,314,468
89,49,158,234
90,49,474,474
92,49,160,318
93,49,240,240
94,49,160,322
95,49,80,162
96,49,486,486
97,49,162,246
99,49,246,246
100,49,330,492
101,49,166,246
102,49,498,498
103,49,166,252
104,49,334,504
106,49,338,504
107,49,170,252
51,50,402,402
53,50,270,408
57,50,414,414
59,50,278,420
61,50,140,282
63,50,426,426
67,50,290,432
69,50,146,146
71,50,148,294
73,50,298,444
77,50,302,456
79,50,306,456
81,50,462,462
83,50,310,468
87,50,474,474
89,50,160,318
91,50,322,480
93,50,486,486
97,50,164,330
99,50,166,166
101,50,334,504
103,50,338,504
107,50,342,516
109,50,346,516
111,50,174,174
113,50,350,528
117,50,178,178
119,50,180,358
121,50,362,540
123,50,546,546
127,50,370,552
129,50,558,558
131,50,188,374
133,50,188,378
137,50,382,576
139,50,386,576
141,50,582,582
143,50,390,588
147,50,594,594
149,50,398,600
52,51,274,408
53,51,68,138
55,51,70,138
56,51,278,420
58,51,140,282
59,51,142,210
61,51,142,216
62,51,286,432
64,51,290,432
65,51,146,216
67,51,146,222
70,51,298,444
71,51,74,150
73,51,150,228
74,51,302,456
76,51,152,306
77,51,154,228
79,51,154,234
80,51,310,468
82,51,156,314
83,51,78,158
86,51,318,480
88,51,322,480
89,51,162,240
91,51,162,246
92,51,326,492
94,51,330,492
95,51,166,246
97,51,166,252
98,51,334,504
100,51,168,338
101,51,170,252
103,51,170,258
104,51,342,516
106,51,346,516
107,51,174,258
109,51,174,264
110,51,350,528
112,51,354,528
113,51,88,178
115,51,178,270
116,51,358,540
118,51,362,540
121,51,92,182
122,51,184,366
124,51,370,552
125,51,92,186
127,51,94,186
128,51,374,564
130,51,378,564
53,52,278,420
55,52,282,420
57,52,426,426
59,52,286,432
61,52,290,432
63,52,438,438
67,52,298,444
69,52,150,150
71,52,302,456
73,52,152,306
75,52,462,462
77,52,310,468
79,52,314,468
81,52,158,158
83,52,318,480
85,52,322,480
87,52,162,162
89,52,326,492
93,52,498,498
95,52,334,504
97,52,338,504
99,52,510,510
101,52,172,342
103,52,346,516
105,52,174,174
107,52,350,528
109,52,354,528
111,52,534,534
113,52,358,540
115,52,362,540
119,52,366,552
121,52,370,552
123,52,558,558
125,52,374,564
127,52,378,564
129,52,570,570
131,52,382,576
133,52,386,576
135,52,582,582
137,52,196,390
139,52,394,588
141,52,198,198
145,52,402,600
147,52,606,606
149,52,406,612
151,52,204,410
153,52,618,618
155,52,208,414
54,53,426,426
55,53,142,216
56,53,144,286
57,53,216,216
58,53,290,432
59,53,72,146
60,53,438,438
61,53,146,222
62,53,148,294
63,53,74,74
64,53,298,444
65,53,150,222
66,53,450,450
67,53,150,228
68,53,302,456
69,53,228,228
70,53,306,456
71,53,154,228
72,53,462,462
73,53,78,154
74,53,310,468
75,53,234,234
76,53,314,468
77,53,158,234
78,53,474,474
79,53,158,240
80,53,160,318
81,53,240,240
82,53,322,480
83,53,80,162
84,53,486,486
85,53,162,246
86,53,326,492
87,53,246,246
88,53,164,330
89,53,166,246
90,53,498,498
91,53,166,252
92,53,334,504
93,53,252,252
94,53,338,504
95,53,170,252
96,53,170,170
97,53,170,258
98,53,342,516
99,53,258,258
100,53,346,516
101,53,174,258
102,53,522,522
103,53,88,174
55,54,290,432
59,54,148,294
61,54,298,444
65,54,302,456
67,54,306,456
71,54,310,468
73,54,314,468
77,54,318,480
79,54,322,480
83,54,326,492
85,54,164,330
89,54,334,504
91,54,168,338
95,54,342,516
97,54,346,516
101,54,350,528
103,54,354,528
107,54,358,540
109,54,362,540
113,54,366,552
115,54,370,552
119,54,188,374
121,54,378,564
125,54,382,576
127,54,386,576
131,54,196,390
133,54,394,588
137,54,398,600
139,54,402,600
143,54,406,612
145,54,410,612
149,54,414,624
151,54,418,624
155,54,422,636
157,54,212,426
161,54,430,648
56,55,148,294
57,55,222,222
58,55,298,444
59,55,74,150
61,55,150,228
62,55,302,456
63,55,228,228
64,55,152,306
67,55,78,154
68,55,310,468
69,55,234,234
71,55,158,234
72,55,474,474
73,55,158,240
74,55,318,480
76,55,322,480
78,55,486,486
79,55,82,162
81,55,246,246
82,55,164,330
83,55,166,246
84,55,498,498
86,55,168,334
87,55,252,252
89,55,170,252
91,55,170,258
92,55,172,342
93,55,258,258
94,55,346,516
96,55,522,522
97,55,174,264
98,55,350,528
101,55,178,264
102,55,178,178
103,55,178,270
104,55,358,540
106,55,180,362
107,55,182,270
108,55,546,546
109,55,182,276
111,55,276,276
112,55,184,370
113,55,92,186
114,55,558,558
116,55,374,564
117,55,94,94
118,55,378,564
119,55,190,282
122,55,382,576
123,55,288,288
57,56,150,150
59,56,302,456
61,56,152,306
65,56,310,468
67,56,314,468
69,56,158,158
71,56,318,480
73,56,322,480
75,56,162,162
79,56,330,492
81,56,498,498
83,56,334,504
85,56,338,504
87,56,170,170
89,56,172,342
93,56,174,174
95,56,350,528
97,56,354,528
99,56,534,534
101,56,358,540
103,56,362,540
107,56,366,552
109,56,370,552
111,56,186,186
113,56,374,564
115,56,188,378
117,56,570,570
121,56,386,576
123,56,582,582
125,56,390,588
127,56,394,588
129,56,198,198
131,56,398,600
135,56,606,606
137,56,406,612
139,56,410,612
141,56,206,206
143,56,208,414
145,56,418,624
149,56,422,636
151,56,426,636
153,56,642,642
155,56,216,430
157,56,434,648
159,56,218,218
163,56,442,660
165,56,222,222
167,56,446,672
58,57,152,306
59,57,154,228
61,57,154,234
62,57,310,468
64,57,314,468
65,57,158,234
67,57,158,240
68,57,160,318
70,57,160,322
71,57,80,162
73,57,82,162
74,57,326,492
77,57,166,246
79,57,166,252
80,57,334,504
82,57,168,338
83,57,170,252
85,57,170,258
86,57,172,342
88,57,346,516
89,57,86,174
91,57,174,264
92,57,350,528
94,57,354,528
97,57,178,270
98,57,358,540
100,57,180,362
101,57,182,270
103,57,182,276
104,57,366,552
106,57,370,552
107,57,186,276
109,57,186,282
110,57,188,374
112,57,378,564
113,57,190,282
115,57,190,288
116,57,192,382
118,57,192,386
119,57,96,194
121,57,98,194
122,57,390,588
124,57,196,394
125,57,198,294
127,57,198,300
128,57,200,398
130,57,402,600
131,57,202,300
134,57,406,612
136,57,410,612
59,58,310,468
61,58,314,468
63,58,474,474
65,58,318,480
67,58,322,480
69,58,486,486
71,58,326,492
73,58,330,492
75,58,498,498
77,58,334,504
79,58,338,504
81,58,510,510
83,58,342,516
85,58,346,516
89,58,350,528
91,58,176,354
93,58,178,178
95,58,358,540
97,58,362,540
99,58,546,546
101,58,366,552
103,58,370,552
105,58,558,558
107,58,374,564
109,58,378,564
111,58,570,570
113,58,382,576
115,58,386,576
117,58,194,194
119,58,196,390
121,58,394,588
123,58,198,198
125,58,398,600
127,58,402,600
129,58,202,202
131,58,406,612
133,58,204,410
135,58,206,206
137,58,208,414
139,58,418,624
141,58,630,630
143,58,422,636
147,58,642,642
149,58,430,648
151,58,434,648
153,58,218,218
155,58,220,438
