"","x","y","lo","hi"
"516",62,29,198,300
"522",68,29,206,312
"528",74,29,214,324
"534",80,29,222,336
"539",47,30,182,276
"541",53,30,190,288
"542",59,30,198,300
"545",71,30,214,324
"547",77,30,222,336
"550",89,30,238,360
"551",32,31,166,252
"563",44,31,182,276
"569",50,31,190,288
"586",68,31,214,324
"592",74,31,222,336
"598",80,31,230,348
"605",41,32,182,276
"608",47,32,190,288
"614",59,32,206,312
"617",65,32,214,324
"620",71,32,222,336
"623",77,32,230,348
"626",83,32,238,360
"629",89,32,246,372
"632",95,32,254,384
"636",38,33,182,276
"646",56,33,206,312
"661",80,33,238,360
"665",86,33,246,372
"668",92,33,254,384
"672",98,33,262,396
"673",35,34,182,276
"676",41,34,190,288
"679",47,34,198,300
"681",53,34,206,312
"684",59,34,214,324
"690",71,34,230,348
"693",77,34,238,360
"696",83,34,246,372
"698",89,34,254,384
"701",95,34,262,396
"707",38,35,190,288
"711",44,35,198,300
"723",62,35,222,336
"727",68,35,230,348
"732",74,35,238,360
"739",86,35,254,384
"743",92,35,262,396
"752",104,35,278,420
"756",47,36,206,312
"758",53,36,214,324
"760",59,36,222,336
"762",65,36,230,348
"764",71,36,238,360
"766",77,36,246,372
"768",83,36,254,384
"770",89,36,262,396
"772",95,36,270,408
"774",101,36,278,420
"776",107,36,286,432
"783",44,37,206,312
"801",62,37,230,348
"807",68,37,238,360
"818",80,37,254,384
"824",86,37,262,396
"828",41,38,206,312
"836",59,38,230,348
"839",65,38,238,360
"842",71,38,246,372
"845",77,38,254,384
"848",83,38,262,396
"851",89,38,270,408
"859",107,38,294,444
"862",113,38,302,456
"866",44,39,214,324
"873",56,39,230,348
"877",62,39,238,360
"880",68,39,246,372
"888",80,39,262,396
"892",86,39,270,408
"895",92,39,278,420
"899",98,39,286,432
"906",110,39,302,456
"910",116,39,310,468
"911",41,40,214,324
"916",53,40,230,348
"918",59,40,238,360
"923",71,40,254,384
"925",77,40,262,396
"930",89,40,278,420
"935",101,40,294,444
"937",107,40,302,456
"940",113,40,310,468
"945",44,41,222,336
"951",50,41,230,348
"957",56,41,238,360
"969",68,41,254,384
"975",74,41,262,396
"994",47,42,230,348
"995",53,42,238,360
"999",65,42,254,384
"1001",71,42,262,396
"1004",83,42,278,420
"1006",89,42,286,432
"1007",95,42,294,444
"1009",101,42,302,456
"1011",107,42,310,468
"1016",125,42,334,504
"1017",44,43,230,348
"1023",50,43,238,360
"1035",62,43,254,384
"1047",74,43,270,408
"1053",80,43,278,420
"1068",47,44,238,360
"1071",53,44,246,372
"1073",59,44,254,384
"1076",65,44,262,396
"1084",83,44,286,432
"1087",89,44,294,444
"1090",95,44,302,456
"1095",107,44,318,480
"1098",113,44,326,492
"1101",119,44,334,504
"1103",125,44,342,516
"1106",131,44,350,528
"1112",56,45,254,384
"1116",62,45,262,396
"1122",74,45,278,420
"1128",86,45,294,444
"1135",98,45,310,468
"1138",104,45,318,480
"1151",128,45,350,528
"1154",134,45,358,540
"1158",53,46,254,384
"1161",59,46,262,396
"1164",65,46,270,408
"1166",71,46,278,420
"1169",77,46,286,432
"1175",89,46,302,456
"1178",95,46,310,468
"1184",107,46,326,492
"1187",113,46,334,504
"1192",125,46,350,528
"1195",131,46,358,540
"1201",50,47,254,384
"1213",62,47,270,408
"1219",68,47,278,420
"1225",74,47,286,432
"1237",86,47,302,456
"1243",92,47,310,468
"1250",53,48,262,396
"1252",59,48,270,408
"1254",65,48,278,420
"1256",71,48,286,432
"1258",77,48,294,444
"1260",83,48,302,456
"1264",95,48,318,480
"1266",101,48,326,492
"1268",107,48,334,504
"1272",119,48,350,528
"1274",125,48,358,540
"1278",137,48,374,564
"1280",143,48,382,576
"1281",50,49,262,396
"1292",62,49,278,420
"1297",68,49,286,432
"1307",80,49,302,456
"1312",86,49,310,468
"1328",104,49,334,504
"1332",53,50,270,408
"1334",59,50,278,420
"1341",77,50,302,456
"1344",83,50,310,468
"1351",101,50,334,504
"1353",107,50,342,516
"1356",113,50,350,528
"1365",137,50,382,576
"1368",143,50,390,588
"1370",149,50,398,600
"1374",56,51,278,420
"1378",62,51,286,432
"1385",74,51,302,456
"1389",80,51,310,468
"1392",86,51,318,480
"1396",92,51,326,492
"1400",98,51,334,504
"1404",104,51,342,516
"1408",110,51,350,528
"1412",116,51,358,540
"1419",128,51,374,564
"1421",53,52,278,420
"1424",59,52,286,432
"1429",71,52,302,456
"1432",77,52,310,468
"1435",83,52,318,480
"1438",89,52,326,492
"1440",95,52,334,504
"1446",107,52,350,528
"1449",113,52,358,540
"1451",119,52,366,552
"1454",125,52,374,564
"1457",131,52,382,576
"1465",149,52,406,612
"1483",68,53,302,456
"1489",74,53,310,468
"1501",86,53,326,492
"1507",92,53,334,504
"1513",98,53,342,516
"1522",65,54,302,456
"1524",71,54,310,468
"1526",77,54,318,480
"1528",83,54,326,492
"1530",89,54,334,504
"1532",95,54,342,516
"1534",101,54,350,528
"1536",107,54,358,540
"1538",113,54,366,552
"1542",125,54,382,576
"1546",137,54,398,600
"1548",143,54,406,612
"1550",149,54,414,624
"1552",155,54,422,636
"1554",161,54,430,648
"1560",62,55,302,456
"1564",68,55,310,468
"1569",74,55,318,480
"1586",98,55,350,528
"1590",104,55,358,540
"1599",116,55,374,564
"1603",122,55,382,576
"1606",59,56,302,456
"1608",65,56,310,468
"1611",71,56,318,480
"1616",83,56,334,504
"1621",95,56,350,528
"1624",101,56,358,540
"1626",107,56,366,552
"1629",113,56,374,564
"1634",125,56,390,588
"1637",131,56,398,600
"1639",137,56,406,612
"1644",149,56,422,636
"1652",167,56,446,672
"1656",62,57,310,468
"1664",74,57,326,492
"1667",80,57,334,504
"1675",92,57,350,528
"1678",98,57,358,540
"1682",104,57,366,552
"1694",122,57,390,588
"1701",134,57,406,612
"1703",59,58,310,468
"1706",65,58,318,480
"1709",71,58,326,492
"1712",77,58,334,504
"1715",83,58,342,516
"1717",89,58,350,528
"1720",95,58,358,540
"1723",101,58,366,552
"1726",107,58,374,564
"1729",113,58,382,576
"1735",125,58,398,600
"1738",131,58,406,612
"1744",143,58,422,636
"1746",149,58,430,648
"1752",161,58,446,672
"1761",68,59,326,492
"1779",86,59,350,528
"1785",92,59,358,540
"1805",71,60,334,504
"1809",83,60,350,528
"1810",89,60,358,540
"1813",101,60,374,564
"1817",113,60,390,588
"1818",119,60,398,600
"1821",131,60,414,624
"1823",137,60,422,636
"1825",143,60,430,648
"1826",149,60,438,660
"1829",161,60,454,684
"1831",167,60,462,696
"1833",173,60,470,708
"1834",179,60,478,720
"1835",62,61,326,492
"1841",68,61,334,504
"1859",86,61,358,540
"1877",104,61,382,576
"1886",65,62,334,504
"1892",77,62,350,528
"1895",83,62,358,540
"1900",95,62,374,564
"1903",101,62,382,576
"1909",113,62,398,600
"1912",119,62,406,612
"1915",125,62,414,624
"1921",137,62,430,648
"1924",143,62,438,660
"1927",149,62,446,672
"1932",161,62,462,696
"1941",74,63,350,528
"1944",80,63,358,540
"1951",92,63,374,564
"1958",104,63,390,588
"1962",110,63,398,600
"1972",128,63,422,636
"1975",134,63,430,648
"1982",146,63,446,672
"1988",71,64,350,528
"1991",77,64,358,540
"1994",83,64,366,552
"1997",89,64,374,564
"2000",95,64,382,576
"2003",101,64,390,588
"2006",107,64,398,600
"2009",113,64,406,612
"2015",125,64,422,636
"2018",131,64,430,648
"2024",143,64,446,672
"2027",149,64,454,684
"2030",155,64,462,696
"2033",161,64,470,708
"2037",68,65,350,528
"2042",74,65,358,540
"2054",92,65,382,576
"2072",116,65,414,624
"2086",71,66,358,540
"2089",83,66,374,564
"2091",89,66,382,576
"2093",95,66,390,588
"2095",101,66,398,600
"2097",107,66,406,612
"2099",113,66,414,624
"2101",119,66,422,636
"2102",125,66,430,648
"2104",131,66,438,660
"2106",137,66,446,672
"2109",149,66,462,696
"2113",161,66,478,720
"2119",179,66,502,756
"2122",191,66,518,780
"2124",197,66,526,792
"2125",68,67,358,540
"2137",80,67,374,564
"2143",86,67,382,576
"2149",92,67,390,588
"2155",98,67,398,600
"2161",104,67,406,612
"2176",71,68,366,552
"2179",77,68,374,564
"2184",89,68,390,588
"2187",95,68,398,600
"2190",101,68,406,612
"2196",113,68,422,636
"2204",131,68,446,672
"2207",137,68,454,684
"2210",143,68,462,696
"2213",149,68,470,708
"2218",161,68,486,732
"2221",167,68,494,744
"2224",173,68,502,756
"2228",74,69,374,564
"2232",80,69,382,576
"2243",98,69,406,612
"2254",116,69,430,648
"2258",122,69,438,660
"2262",128,69,446,672
"2266",134,69,454,684
"2274",146,69,470,708
"2275",71,70,374,564
"2281",89,70,398,600
"2287",107,70,422,636
"2290",113,70,430,648
"2296",131,70,454,684
"2300",143,70,470,708
"2301",149,70,478,720
"2307",167,70,502,756
"2310",173,70,510,768
"2312",179,70,518,780
"2318",197,70,542,816
"2325",74,71,382,576
"2331",80,71,390,588
"2337",86,71,398,600
"2343",92,71,406,612
"2355",104,71,422,636
"2367",116,71,438,660
"2374",77,72,390,588
"2376",83,72,398,600
"2378",89,72,406,612
"2382",101,72,422,636
"2384",107,72,430,648
"2388",119,72,446,672
"2392",131,72,462,696
"2394",137,72,470,708
"2396",143,72,478,720
"2398",149,72,486,732
"2402",161,72,502,756
"2406",173,72,518,780
"2408",179,72,526,792
"2410",185,72,534,804
"2416",203,72,558,840
"2420",215,72,574,864
"2427",80,73,398,600
"2433",86,73,406,612
"2439",92,73,414,624
"2463",116,73,446,672
"2469",122,73,454,684
"2472",77,74,398,600
"2475",83,74,406,612
"2478",89,74,414,624
"2481",95,74,422,636
"2484",101,74,430,648
"2489",113,74,446,672
"2492",119,74,454,684
"2495",125,74,462,696
"2498",131,74,470,708
"2501",137,74,478,720
"2504",143,74,486,732
"2507",149,74,494,744
"2510",155,74,502,756
"2513",161,74,510,768
"2516",167,74,518,780
"2526",86,75,414,624
"2533",98,75,430,648
"2536",104,75,438,660
"2542",116,75,454,684
"2546",122,75,462,696
"2549",128,75,470,708
"2552",134,75,478,720
"2558",146,75,494,744
"2562",152,75,502,756
"2565",158,75,510,768
"2571",77,76,406,612
"2577",89,76,422,636
"2582",101,76,438,660
"2585",107,76,446,672
"2588",113,76,454,684
"2591",119,76,462,696
"2594",125,76,470,708
"2597",131,76,478,720
"2602",143,76,494,744
"2605",149,76,502,756
"2611",161,76,518,780
"2614",167,76,526,792
"2616",173,76,534,804
"2619",179,76,542,816
"2623",80,77,414,624
"2628",86,77,422,636
"2632",92,77,430,648
"2655",122,77,470,708
"2660",128,77,478,720
"2664",134,77,486,732
"2672",83,78,422,636
"2674",89,78,430,648
"2675",95,78,438,660
"2677",101,78,446,672
"2679",107,78,454,684
"2681",113,78,462,696
"2683",119,78,470,708
"2685",125,78,478,720
"2689",137,78,494,744
"2692",149,78,510,768
"2694",155,78,518,780
"2696",161,78,526,792
"2698",167,78,534,804
"2701",179,78,550,828
"2703",185,78,558,840
"2705",191,78,566,852
"2707",197,78,574,864
"2709",203,78,582,876
"2711",209,78,590,888
"2716",227,78,614,924
"2718",233,78,622,936
"2719",80,79,422,636
"2725",86,79,430,648
"2737",98,79,446,672
"2743",104,79,454,684
"2749",110,79,462,696
"2755",116,79,470,708
"2761",122,79,478,720
"2767",128,79,486,732
"2772",89,80,438,660
"2777",101,80,454,684
"2779",107,80,462,696
"2782",113,80,470,708
"2784",119,80,478,720
"2789",131,80,494,744
"2791",137,80,502,756
"2796",149,80,518,780
"2801",161,80,534,804
"2803",167,80,542,816
"2806",173,80,550,828
"2808",179,80,558,840
"2815",197,80,582,876
"2818",203,80,590,888
"2826",92,81,446,672
"2830",98,81,454,684
"2838",110,81,470,708
"2850",128,81,494,744
"2854",134,81,502,756
"2858",140,81,510,768
"2862",146,81,518,780
"2872",89,82,446,672
"2875",95,82,454,684
"2878",101,82,462,696
"2881",107,82,470,708
"2889",125,82,494,744
"2892",131,82,502,756
"2898",143,82,518,780
"2901",149,82,526,792
"2907",161,82,542,816
"2910",167,82,550,828
"2916",179,82,566,852
"2921",86,83,446,672
"2927",92,83,454,684
"2933",98,83,462,696
"2939",104,83,470,708
"2945",110,83,478,720
"2957",122,83,494,744
"2970",89,84,454,684
"2973",101,84,470,708
"2975",107,84,478,720
"2980",125,84,502,756
"2983",137,84,518,780
"2985",143,84,526,792
"2989",155,84,542,816
"2992",167,84,558,840
"2994",173,84,566,852
"2995",179,84,574,864
"2997",185,84,582,876
"3001",197,84,598,900
"3004",209,84,614,924
"3006",215,84,622,936
"3007",221,84,630,948
"3009",227,84,638,960
"3011",233,84,646,972
"3016",251,84,670,1008
"3017",86,85,454,684
"3022",92,85,462,696
"3027",98,85,470,708
"3031",104,85,478,720
"3040",116,85,494,744
"3044",122,85,502,756
"3054",134,85,518,780
"3071",95,86,470,708
"3074",101,86,478,720
"3077",107,86,486,732
"3080",113,86,494,744
"3083",119,86,502,756
"3086",125,86,510,768
"3088",131,86,518,780
"3091",137,86,526,792
"3097",149,86,542,816
"3100",155,86,550,828
"3103",161,86,558,840
"3106",167,86,566,852
"3109",173,86,574,864
"3112",179,86,582,876
"3120",92,87,470,708
"3124",98,87,478,720
"3128",104,87,486,732
"3132",110,87,494,744
"3143",128,87,518,780
"3147",134,87,526,792
"3151",140,87,534,804
"3154",146,87,542,816
"3162",158,87,558,840
"3167",89,88,470,708
"3170",95,88,478,720
"3175",107,88,494,744
"3178",113,88,502,756
"3181",119,88,510,768
"3183",125,88,518,780
"3186",131,88,526,792
"3189",137,88,534,804
"3194",149,88,550,828
"3200",161,88,566,852
"3202",167,88,574,864
"3208",179,88,590,888
"3211",185,88,598,900
"3213",191,88,606,912
"3216",197,88,614,924
"3219",92,89,478,720
"3225",98,89,486,732
"3231",104,89,494,744
"3243",116,89,510,768
"3249",122,89,518,780
"3255",128,89,526,792
"3269",101,90,494,744
"3271",107,90,502,756
"3273",113,90,510,768
"3274",119,90,518,780
"3277",131,90,534,804
"3279",137,90,542,816
"3281",143,90,550,828
"3287",167,90,582,876
"3290",179,90,598,900
"3295",197,90,622,936
"3297",203,90,630,948
"3303",227,90,662,996
"3305",233,90,670,1008
"3306",239,90,678,1020
"3309",251,90,694,1044
"3311",257,90,702,1056
"3313",263,90,710,1068
"3314",269,90,718,1080
"3335",116,91,518,780
"3339",122,91,526,792
"3344",128,91,534,804
"3348",134,91,542,816
"3358",146,91,558,840
"3363",152,91,566,852
"3366",95,92,494,744
"3369",101,92,502,756
"3375",113,92,518,780
"3380",125,92,534,804
"3383",131,92,542,816
"3386",137,92,550,828
"3389",143,92,558,840
"3392",149,92,566,852
"3395",155,92,574,864
"3400",167,92,590,888
"3403",173,92,598,900
"3406",179,92,606,912
"3409",185,92,614,924
"3412",191,92,622,936
"3418",98,93,502,756
"3426",110,93,518,780
"3430",116,93,526,792
"3437",128,93,542,816
"3441",134,93,550,828
"3449",146,93,566,852
"3453",152,93,574,864
"3464",170,93,598,900
"3465",95,94,502,756
"3471",107,94,518,780
"3474",113,94,526,792
"3477",119,94,534,804
"3480",125,94,542,816
"3488",143,94,566,852
"3491",149,94,574,864
"3494",155,94,582,876
"3497",161,94,590,888
"3500",167,94,598,900
"3503",173,94,606,912
"3506",179,94,614,924
"3509",185,94,622,936
"3517",98,95,510,768
"3522",104,95,518,780
"3530",116,95,534,804
"3535",122,95,542,816
"3540",128,95,550,828
"3544",134,95,558,840
"3553",146,95,574,864
"3562",158,95,590,888
"3566",101,96,518,780
"3568",107,96,526,792
"3570",113,96,534,804
"3572",119,96,542,816
"3574",125,96,550,828
"3578",137,96,566,852
"3580",143,96,574,864
"3584",155,96,590,888
"3588",167,96,606,912
"3590",173,96,614,924
"3594",185,96,630,948
"3596",191,96,638,960
"3598",197,96,646,972
"3600",203,96,654,984
"3604",215,96,670,1008
"3610",233,96,694,1044
"3614",245,96,710,1068
"3615",98,97,518,780
"3621",104,97,526,792
"3627",110,97,534,804
"3633",116,97,542,816
"3639",122,97,550,828
"3645",128,97,558,840
"3651",134,97,566,852
"3657",140,97,574,864
"3666",101,98,526,792
"3671",113,98,542,816
"3676",125,98,558,840
"3679",131,98,566,852
"3681",137,98,574,864
"3684",143,98,582,876
"3686",149,98,590,888
"3689",155,98,598,900
"3694",167,98,614,924
"3697",173,98,622,936
"3699",179,98,630,948
"3704",191,98,646,972
"3707",197,98,654,984
"3712",209,98,670,1008
"3732",128,99,566,852
"3736",134,99,574,864
"3743",146,99,590,888
"3750",158,99,606,912
"3754",164,99,614,924
"3767",107,100,542,816
"3770",113,100,550,828
"3777",131,100,574,864
"3779",137,100,582,876
"3782",143,100,590,888
"3784",149,100,598,900
"3789",161,100,614,924
"3791",167,100,622,936
"3794",173,100,630,948
"3796",179,100,638,960
"3803",197,100,662,996
"3806",203,100,670,1008
"3813",221,100,694,1044
