"","x","y","lo","hi"
"2539",109,75,222,336
"2540",112,75,224,450
"2545",121,75,230,348
"2551",133,75,238,360
"2555",139,75,242,366
"2559",148,75,248,498
"2561",151,75,250,378
"2564",157,75,254,384
"2567",163,75,258,390
"2580",97,76,216,434
"2586",109,76,224,450
"2595",127,76,236,474
"2622",79,77,206,312
"2641",103,77,222,336
"2650",115,77,230,348
"2657",124,77,236,474
"2659",127,77,238,360
"2673",85,78,212,426
"2678",103,78,224,450
"2684",121,78,236,474
"2686",127,78,240,482
"2691",145,78,252,506
"2697",163,78,264,530
"2706",193,78,284,570
"2708",199,78,288,578
"2712",211,78,296,594
"2717",229,78,308,618
"2727",88,79,216,434
"2730",91,79,218,330
"2736",97,79,222,336
"2745",106,79,228,458
"2748",109,79,230,348
"2754",115,79,234,354
"2757",118,79,236,474
"2760",121,79,238,360
"2766",127,79,242,366
"2775",97,80,224,450
"2790",133,80,248,498
"2797",151,80,260,522
"2804",169,80,272,546
"2811",187,80,284,570
"2821",85,81,218,330
"2827",94,81,224,450
"2829",97,81,226,342
"2833",103,81,230,348
"2841",115,81,238,360
"2845",121,81,242,366
"2853",133,81,250,378
"2857",139,81,254,384
"2861",145,81,258,390
"2863",148,81,260,522
"2914",175,82,280,562
"2926",91,83,226,342
"2932",97,83,230,348
"2938",103,83,234,354
"2944",109,83,238,360
"2947",112,83,240,482
"2950",115,83,242,366
"2959",124,83,248,498
"2962",127,83,250,378
"2968",133,83,254,384
"2969",85,84,224,450
"2984",139,84,260,522
"2986",145,84,264,530
"2998",187,84,292,586
"3010",229,84,320,642
"3015",247,84,332,666
"3021",91,85,230,348
"3030",103,85,238,360
"3032",106,85,240,482
"3035",109,85,242,366
"3037",112,85,244,490
"3042",118,85,248,498
"3043",121,85,250,378
"3046",124,85,252,506
"3048",127,85,254,384
"3057",139,85,262,396
"3072",97,86,236,474
"3089",133,86,260,522
"3107",169,86,284,570
"3121",94,87,236,474
"3123",97,87,238,360
"3127",103,87,242,366
"3133",112,87,248,498
"3135",115,87,250,378
"3138",121,87,254,384
"3140",124,87,256,514
"3144",130,87,260,522
"3146",133,87,262,396
"3150",139,87,266,402
"3155",148,87,272,546
"3161",157,87,278,420
"3165",163,87,282,426
"3168",91,88,236,474
"3171",97,88,240,482
"3179",115,88,252,506
"3184",127,88,260,522
"3192",145,88,272,546
"3198",157,88,280,562
"3214",193,88,304,610
"3218",91,89,238,360
"3224",97,89,242,366
"3233",106,89,248,498
"3236",109,89,250,378
"3242",115,89,254,384
"3248",121,89,258,390
"3254",127,89,262,396
"3260",133,89,266,402
"3266",139,89,270,408
"3270",103,90,248,498
"3275",121,90,260,522
"3280",139,90,272,546
"3286",163,90,288,578
"3299",211,90,320,642
"3304",229,90,332,666
"3307",241,90,340,682
"3310",253,90,348,698
"3325",103,91,250,378
"3329",109,91,254,384
"3334",115,91,258,390
"3338",121,91,262,396
"3343",127,91,266,402
"3350",136,91,272,546
"3353",139,91,274,414
"3357",145,91,278,420
"3367",97,92,248,498
"3384",133,92,272,546
"3393",151,92,284,570
"3410",187,92,308,618
"3415",94,93,248,498
"3417",97,93,250,378
"3421",103,93,254,384
"3425",109,93,258,390
"3429",115,93,262,396
"3433",121,93,266,402
"3438",130,93,272,546
"3440",133,93,274,414
"3444",139,93,278,420
"3450",148,93,284,570
"3455",157,93,290,438
"3459",163,93,294,444
"3466",97,94,252,506
"3472",109,94,260,522
"3475",115,94,264,530
"3516",97,95,254,384
"3521",103,95,258,390
"3526",109,95,262,396
"3532",118,95,268,538
"3539",127,95,274,414
"3545",136,95,280,562
"3550",142,95,284,570
"3555",148,95,288,578
"3557",151,95,290,438
"3573",121,96,272,546
"3601",205,96,328,658
"3607",223,96,340,682
"3620",103,97,262,396
"3626",109,97,266,402
"3632",115,97,270,408
"3644",127,97,278,420
"3650",133,97,282,426
"3653",136,97,284,570
"3656",139,97,286,432
"3659",142,97,288,578
"3662",145,97,290,438
"3672",115,98,272,546
"3687",151,98,296,594
"3703",187,98,320,642
"3710",205,98,332,666
"3717",103,99,266,402
"3721",109,99,270,408
"3722",112,99,272,546
"3724",115,99,274,414
"3733",130,99,284,570
"3735",133,99,286,432
"3739",139,99,290,438
"3744",148,99,296,594
"3746",151,99,298,450
"3749",157,99,302,456
"3757",169,99,310,468
"3759",172,99,312,626
"3761",175,99,314,474
"3768",109,100,272,546
"3775",127,100,284,570
"3797",181,100,320,642
"3809",211,100,340,682
"3814",223,100,348,698
